Country,Name,Renault Scenic,BMW 5-series,Peugeot 3008,Kia EV9,Volvo EX30,BYD Seal,Toyota C-HR,Link,VoteDetails
Ireland,Michael McAleer,4,6,2,1,3,8,1,https://www.caroftheyear.org/votaciones/michael-mcaleer.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
This is the eighth generation of BMW's business class saloon. It's a mainstay of the executive market and for decades formed the benchmark against which others were judged. Recently Mercedes-Benz has closed the gap, overtaking them in our opinion at the last test.
This new generation adds full electric to the mix, and looks likely to change the demographics of its fleet, once dominated by an impressive 2-litre turbodiesel that was the go-to choice for many European buyers.
Out goes diesel this time and instead you get a choice of mild petrol-electric hybrids, full hybrids, plug-in hybrids and all-electric versions in the form of the i5 iterations. Even the upcoming M5 will be a planet-saving plug-in hybrid, putting out 700bhp.
It's easy to get distracted by the tech in this car, but BMW's DNA has always been about the driving.
The first thing you notice about the new 5-series, if you don't get lost in the apps - is its size. This is a big car, measuring in at over 5 meters.
Taking that into account, the ride on the new 5 is sublime. It's a rather complex suspension set-up, but it delivers and this big car can corner - and at speed.
The magic in the i5 comes with the boost button, particularly in the M60 variant which takes the 340bhp regular rear-wheel driver version, then adds another electric motor to deliver four-wheel drive, doubles the torque and throws in an extra 261hp for good measure.
BMW has tried to cover every base with this car: it embraces the digital car ethos, awash with tech; it comes in all the eco-friendly formats; it retains most - if not all - of the driving pleasure of the past. It just comes with a very hefty price tag.
BYD Seal
This car has been the biggest surprise of the year so far. We were expecting just another solid but forgettable Chinese EV. Amid the crowd this car really stood out.
It's incredibly fast, sleekly styled and though the interior dances along the line between plush and bling it just about manages to stay on the right side of it.
Thanks to its 'Blade Battery' set-up, BYD - which is at heart a battery maker - has an edge on rivals in terms of its packaging and also its battery chemistry. Its cells have electrodes of lithium, iron and phosphate (LFP). The benefits of LFPs are that they are cheaper, more durable, less prone to overheating on rapid charging. They tend to have longer lifespans as well. BYD also show that they're no slouch when it comes to performance either. What's more, they don't use the rarer metals like cobalt or manganese.
The Seal is not without its flaws. We've driven several Seals and in a few cases we found the steering to vibrate more than on others.
Yet its overall ride quality is supple and cosseted, while it threads very neatly through the bends. The steering is well-calibrated for a sporty saloon and the braking manages to mix a good balance between its regenerative efforts and its anchoring needs. Like all the cars that lean on a central touchscreen to manage the controls, the plethora of menus can initially drive you demented, but we quickly found our way around after a few hours.
Overall, it's a surprisingly strong offering that looks smart, is fun to drive, delivers impressive range and is remarkably well-priced. That's enough boxes ticked to make it our top choice for 2024.
Kia EV9
It's a big all-electric seven-seater and that's a format many families have been waiting for, so Kia should be on to a winner with this car. Price is going to be an issue - this isn't cheap - but it delivers massive practicality and it's all cloaked in a smartly styled SUV with a powerful battery delivering useable range. Price is not the only hurdle, however. This car is big - and feels it around tight European roads and streets. It's stature also impacts on the ride and handling of the car, where it doesn't deliver the same nimble agility of its award-winning EV6 sibling, with which it shares its underpinnings.
Peugeot 3008
The original 3008 was a revolution. It turned around the fortunes of Peugeot and redefined it for consumers and critics. Awards duly followed. Lovely to drive, it had a game-changing cabin that was a match for many premium brands. All it lacked was the leap to electric.
Enter the new generation, to be offered in all flavors - from mild-hybrid to full electric. For the EV version, two battery sizes are on offer: 73kWh and 98kWh.
In trying to cover all bases and make room for the sort of battery packs that will deliver top-level range, invariably there is a price to be paid, and it's a heavy car. This shows up when you tackle a series of bends or a bumpy road.
The cabin is as beautiful as the first generation, and it is streets ahead of its rivals with their swathes of hard plastic. The long-legged range will suit those who don't have faith in the public charging infrastructure but still want to move to full electric. It's a refined offering, but doesn't deliver the driving spark that made the original 3008 a stellar success.
Renault Scenic
This is a very impressive EV and a handsome car that's good to drive and offers a smooth ride.
The original Scenic was an innovative gamechanger for young families. This car doesn't deliver any of that same magic. It begs the question: is this just a bigger Megane E-Tech, with better rear seat legroom and a bigger battery?
It has a fancy pair of brackets in the rear seat armrest that hold your phone or tablet, and the Solarbay glass roof that can be rendered opaque in sections by LCD switching. Renault also commissioned Jean-Michelle Jarre to compose the various beeps and bongs, such as the pedestrian warning noise. Those don't make up for the fact the second-row seats no longer slide.
The battery set-up delivers competitive range and while the ride can be firm, it's generally comfortable.
If you're looking for a spacious family EV crossover and in that regard this Scenic is a very good car. It's just that with this moniker, we were hoping for more.
Toyota C-HR
Toyota claims to make cars for everyone, for use everyday, and everywhere. This may be the exception to that rule. The C-HR is designed for Europe and predominantly for the driver. Matching the best the brand has to offer in terms of its hybrid technology, the smart styling of a compact crossover and a cabin that would do Lexus proud, the recipe is right. Yet the rear space is tight and the driver orientated central console suggests a degree of selfish indulgence that leaves all other occupants as an afterthought. It's a nice car to drive in all its variants and it handles well but it lacks the level of practicality buyers expect from this brand at this price.
Volvo EX30
It's the most affordable all-electric Volvo on the market. It's also the fastest Volvo ever made. It's not just fast - this rather formulaic compact family car can outrun most supercars.
For €52,995 you can get yourself a little boxy school-run SUV that can get from 0-100km/h in 3.6 seconds. Forget about hot hatches. Remember the famous Ferrari Enzo from 2002 and auctions these days for circa €3.3 million? Well, this Swedish crossover can match its pace.
When you are not leaving Ferraris standing at the lights, what you have is pretty much the standard fare Volvo package, from the chunky styling to the comfy seats. Only this time there's a lot less on the dash. Virtually every control is operated through two stalks, steering wheel buttons, or the 12.3-inch central tablet touchscreen. And because they opted for a sound bar running across the bottom of the windscreen - saving the need for speakers in the doors - there is no room for a heads-up display.
It's an odd move, particularly for Volvo, a brand that plays on its reputation for being obsessively safety conscious. Here you have the fastest car they've ever made and they've moved the speed display away from the driver's direct eyeline.
That said, there is no shortage of safety features and alerts, including useful warnings if you're about to open the door on to a passing bicycle or car.
Volvo has been an eager adherent to the sustainable production principle, understanding that the carbon footprint of the car begins during production and not just when you take it on the road.
However, the end result is a cabin that feels a little austere. It's functional, but the lack of switches - and a driver's screen - is a step too far.
My biggest qualm with this car is that nobody asked for a hot-hatch Volvo crossover. This compact crossover is meant for family buyers and that's why the single motor version is more than enough. Its potential buyers will be more focused on practicality than performance."
Italy,Silvia Baruffaldi,4,3,5,3,4,4,2,https://www.caroftheyear.org/votaciones/silvia-baruffaldi.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
With the beautifully designed 5-series, BMW confirms its ""Power of choice"" philosophy, leaving to the customer the freedom to select the type of powertrain that better suits his/her preferences without any sacrifice on the exterior and interior features. As an add on, customers could soon also choose a Touring wagon variant.
BYD Seal
I drove the Seal after a BYD Atto 3 and the improvements are remarkable, both on performance and battery range. The car is fun to drive, has excellent handling and lots of power, combined with the accurate design of the aerodynamic silhouette and the elegant interior. The infotainment system still needs to be calibrated to European standards, otherwise it's a noteworthy car.
Kia EV9
Kia proved once again its ability in producing excellent vehicles with good quality for price, even if in this case the 100-kW battery pack makes the price tag all but cheap. The EV9 is definitely oversized for European roads - where rear steering wheels would have helped - but it's one of the few 7-seater available here, offering a super comfortable interior. Last but not least, its design stands out from the crowd with a modern and original look.
Peugeot 3008
This model seems to bring together all the features favored by European customers: a crossover body, a sporty look and a choice of different powertrains on top of a pure EV version. Its interior is a design masterpiece, especially for the dashboard which combines exquisite style and ideal proportions for a good visibility of Peugeot's iconic i-Cockpit, now extended into a panoramic dimension.
Renault Scenic
With the Scenic, Renault crosses the 500-kilometre range milestone, marking an important step forward compared to the Megane E-Tech it is derived from, featuring a taller body and with an even roomier passenger compartment. Its R-Link infotainment system is by far one of the best in the market - not only among the seven finalists - intuitive to use and super-practical thanks to the Google auto operating system.
Toyota C-HR
With this second-generation C-HR, Toyota's creative team and engineers were capable of evolving a bold and original style into a more mature, but still perfectly recognizable, exterior design. The interior is fresh but not on par with the exterior boldness. Overall the car looks appealing, while it turns out to be a bit disappointing at the wheel, especially for the CVT gearbox.
Volvo EX30
Volvo's commitment to offer a small and efficient electric SUV is admirable and perfectly successful in terms of design, unmistakably Volvo while fresh and evolutionary. This minimalistic approach goes a bit too far eliminating any form or size of instrument cluster in front of the driver, while too many controls became solely touch and all hosted in the central display: definitely impractical, if not questionable in terms of driver's potential distractions."
,Andrea Brambilla,4,2,5,4,4,3,3,https://www.caroftheyear.org/votaciones/andrea-brambilla.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The traditional lines and its growing dimension make this car a flagship product; however, they outshine the highly valuable technology that can be found in this vehicle.
BYD Seal
The intriguing design of this car poorly resembles its birthplace and it is much closer to European standards. However, the trunk is quite small despite the large dimensions of the car and there are still a few problems regarding the infotainments, that results a bit difficult to properly use.
Kia EV9
The EV9 confirms the growth in regard to technology and quality of the household.
While driving, the remarkable dimensions of the car are not detectable; however, it is clearly a product more suitable for a extra-European market.
Peugeot 3008
Its design, technology and the new substructure make this vehicle a true turning point in electric mobility. The battery autonomy and power train allow you to use this car almost as you would use an endothermic one.
Renault Scenic
The design and motorization confirm the path started with the Megan high-tech. The effort of the French household in regard to electrification is very clear and it is also confirmed by a high-tech infotainment that can also be found on other vehicles (also the endothermic ones) of the household.
Toyota C-HR
The great effort spent on the exterior design of this vehicle unfortunately doesn't match the interiors, creating almost a clash between interior and exterior spaces. The infotainment and the air-conditioning are not in line with the times.
Volvo EX30
The little Volvo is liked by many for its designs and its spacious insides (despite its contained dimensions). The choice of grouping all the functions in one single tablet at the center of the dashboard is clearly an effort into reducing costs; however, it can be distracting for the driver especially when checking the odometer. The extreme research for a green solution reflects poorly on the interior design."
,Mario Cianflone,4,4,5,3,4,4,1,https://www.caroftheyear.org/votaciones/mario-cianflone.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
A pretty execution of a premium mid-range car with efficient combustion, hybrid ed 100% electric powertrains. The style, although elegant, does not introduce eye-catching elements. Very high driving pleasure, abundant space on board. High price with expensive options make it a car for few people or for the car lists of top managers of company fleets.
BYD Seal
Electric sedan with a pleasant exterior design and a hit-tech baroque interior. Range and efficiency free from criticism. Offers healthy behavior and is pleasant to drive with wow performances. The rotating display is nice, but the user interface of the infotainment system needs to be completely revised. However, the layout of the physical buttons in the right number is appreciable.
Kia EV9
Huge SUV that sports a disruptive design. On board it offers the comfort of a lounge with excellent habitability. Range is more than good autonomy and acceptable consumption also in relation to the size and to the performance. Excellent assembly and materials. The price projects Ev9 in a premium sector where no Kia has gone before.
Peugeot 3008
Exterior and interior nicely styled with attention to detail in the layout, ergonomics and spaces distribution. Suspended Cockpit/infotainment is spectacular but the software could be better and the TomTom maps don't make sense. It marks a new course of the brand thanks to the new STLA Medium platform. The E-3008 is a valid alternative to the best EV SUVs, with ok comfort and drivability.
Renault Scenic
This model, with a pleasant style, has the advantage of offering plenty of space with range anxiety-proof battery. Nice to drive and comfortable. The digital system is the same as the other Renault models: it has the plus of Android Automotive Os services with Google maps but it deserves a model specific graphics. The three right levers on the column controls must be modified.
Toyota C-HR
The exteriors exhibit a pleasant and modern line, while the interiors are not convincing: too many buttons and the look of some details (the climate display) is obsolete. The space for the front passenger is also critical. The full hybrid and phev powertrains are efficient, but I do not like the feel and sound of the CVT transmission. Pleasantly honest road behavior.
Volvo EX30
A turning point for Volvo at a competitive Bev price. I appreciate the exterior style and the intrinsically sustainable minimalist philosophy (fewer wiring and buttons; soundbar instead of door mounted speakers) but the whole execution is too much radical: everything is controlled by an Android device with minimal automotive specific U.I that it lacks ergonomicsof. Consumption and efficiency not the best."
,Gian-Luca Pellegrini,5,3,2,6,2,3,4,https://www.caroftheyear.org/votaciones/gian-luca-pellegrini.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
With the 5-series you can't go wrong. It stands out for its meticulous technical precision, with a cabin that consistently ranks top-notch in terms of materials and craftsmanship, and its road manners are flawless. While there are minor cost-cuttings when compared to its predecessors, these do not detract from what remains an outstanding project. The diverse range of powertrains, including a sophisticated diesel option favored by those who cover long distances despite political scrutiny, is a notable feature. Recently, a station wagon model has expanded the lineup.
BYD Seal
The first Chinese product to arrive among the seven finalists of the COTY demonstrates the maturity reached by BYD's electric line-up. Well-built, it offers - in addition to excellent performance - dynamic qualities that do not suffer from an inferiority complex compared to cars from European and American brands with a more prestigious pedigree. More than adequate autonomy. The display, which can be oriented as desired, is a nice gadget to have but has little impact on life onboard. Difficult to find weaknesses in this car.
Kia EV9
This vehicle stands out as a true giant among its competitors. Stretching five meters, it offers an extraordinary level of comfort that is rare on European roads. Its size and price reflect the high-end aspirations of this electric vehicle (EV) series. For those undaunted by its dimensions and cost, the car boasts impressive technical specifications and outstanding performance, especially when considering its considerable weight. Its substantial battery capacity ensures a commendable range, complemented by rapid charging capabilities courtesy of the 800-volt system characteristic of the Korean manufacturer. This vehicle may not cater to all tastes, but I commend it for introducing an innovative approach to the idea of a luxury flagship vehicle.
Peugeot 3008
Following the Stellantis group's customary approach, the line-up begins with a fully electric version before introducing a mild-hybrid petrol variant. The handling meets the high standards associated with the Peugeot name, yet the most striking feature is the interior. The design of the dashboard and instrument panel is truly innovative and modern, setting it apart in the market.
Renault Scenic
Leveraging the well known Megane platform, this model maintains the qualities of its sibling while incorporating an enhanced battery option. The vehicle's performance on the road is consistently reliable, with its driving dynamics, range, and infotainment system ranking among the best in its class. Renault reinforces its position as a creator of good and accessible battery electric vehicles.
Toyota C-HR
The sequel to a highly popular car in Europe, this second series follows closely in the footsteps of its forerunner, preserving the model's core philosophy while enhancing the features that have contributed to its acclaim. True to Toyota's ethos, it comes as a full hybrid, offering remarkable efficiency, and now also boasts a compelling plug-in variant with commendable range. Its handling at high speeds reveals a level of agility that might surprise some for a vehicle in this category. A robust offering that continues to merit its sustained popularity.
Volvo EX30
This model is undoubtedly intriguing, aiming to broaden the accessibility of a premium brand's Bev offerings. Despite appearing larger in photographs, it provides a pleasing driving experience and nimble acceleration. However, its real-world range at cruising speeds leaves something to be desired. The spartan interior, which strips away any ornamental elements, may not capture the hearts of all users, especially with the decision to consolidate most functions into the central touchscreen interface."
,Alberto Sabbatini,7,3,5,2,3,3,2,https://www.caroftheyear.org/votaciones/alberto-sabbatini.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
It is the car with the most complete offer: diesel hybrid, pure electric, sedan and wagon too. It's over 5 meters long but very easy to handle thanks to the excellent frame and the steering rear wheels which make parking easy. But it is also the most expensive one because the customer pays for the luxury and the brand. The high price makes it too exclusive.
BYD Seal
The first Chinese car among the COTY finalists is indeed a real surprise. It's not a low-cost Chinese car but it's as well built as a European car. Nice design, excellent powertrain, high performance, good efficiency. The infotainment is surprising and boasts details never seen on any other car. Unfortunately, the sedan body style is no longer preferred in many European countries.
Kia EV9
A very large SUV with an aggressive and very innovative design which however may not be attractive to everyone. The powertrain is not in question but size and weight limit autonomy a bit. It would be the ideal car as a limousine to be transported in the very comfortable and versatile rear seats like the business class seats of an airplane.
Peugeot 3008
It is the newest car overall among the seven finalists. New platform, new powertrain, revolutionary interior and driver's seat design. The i-cockpit and floating curved display are a great touch. Inside the car is comfortable and spacious but it has become 10 cm longer comparing to the old model, perhaps too big for global use.
Renault Scenic
It's my favorite because it's the best compromise in every aspect. It has all the advantages that made the first Scenic successful - space on board, versatility, comfort, affordable price - reinvented in a modern key with electric traction. Above all, it is the only electric car among the finalists that allows you to get close to 500 km of travel in real use and forget about charging anxiety.
Toyota C-HR
Toyota remains faithful to its hybrid choice by offering the plug-in or full hybrid on the C-HR. It's a solid car, with a very efficient powertrain but doesn't feel like a big step up from the old model. It's not so roomy inside, the infotainment is not very satisfying and the car still has the annoying scooter effect caused by the CVT gearbox so my rating is not among the highest.
Volvo EX30
The new Volvo is a provocative car and has an excellent price. I like the philosophy of the project: it has the right dimensions to be a car suitable for both city use and travel. But in my opinion the designers dared too much. It has many small defects: it can only be managed via the tablet and it lacks a dashboard; so every time you look at the speed on the screen you are distracted from the road."
,Giorgio Ursicino,5,3,4,4,3,3,3,https://www.caroftheyear.org/votaciones/giorgio-ursicino.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Iconic and global car for the Monaco company which is offered in a very wide range. Based on a multi-energy platform, it is available with electric, petrol and diesel engines, both in sedan and wagon versions and in the M sports configuration. The 100% battery variant is very efficient, capable of annoying rivals from brands that only produce zero emission vehicles.
BYD Seal
The first car from a Chinese brand among the seven finalists of the award, a model that will pave the way for the eastern country's strategies in Europe. The Seal is an excellent example to demonstrate the level of technology of new players in the automotive sector but very well prepared when it comes to electric mobility. All aspects of driving dynamics on which experience should make a difference are also of a notable level.
Kia EV9
The Korean company often enters the finalists and the EV9 also hit the mark. The vehicle is a generously sized SUV (over 5 meters long with a wheelbase exceeding 3) which anticipates a series of sport utility vehicles already shown by Kia. It is based on the now famous E-GMP native electric platform which has already established its qualities and also performs excellently in this configuration.
Peugeot 3008
The new 3008 arrives and the first of the four STLA architectures on which Stellantis will soon work for the energy transition makes its debut. Large battery, excellent autonomy which in the WLTP cycle goes up to 700 km. The somewhat fastback style design is very pleasant, in the passenger compartment the dashboard which houses the Panoramic i-Cockpit stands out, the latest evolution of an originality from the house of Leone.
Renault Scenic
In a year in which the ranking is very short and the models are quite close in value, for me the Scenic is the Car of the Year 2024. The result of the new organization of the Renault group which saw the birth of Ampere, Renault's historic model breaks with the past and offers an offer that is excellently balanced between performance and costs. The 87 kWh battery guarantees an autonomy of 625 km in the WLTP cycle. Two engines of 125 and 160 kW.
Toyota C-HR
The only model among the finalists that does not have a zero emission version. Toyota is still focusing heavily on its flagship, full hybrid technology which is certainly optimal for those markets not yet ripe for electric motorization. For having the combustion engine, the efficiency achieved is remarkable, the driving fluid and relaxing. The line is always original, with a much appreciated sporty look.
Volvo EX30
Volvo's most compact car is an electric one made on the platform shared with the eastern parent company. Agile and safe, the basic version already features an almost 300 horsepower engine, while the twin-engine has a true sports car temperament and searing acceleration. The interior is minimalist but elegant, the price is very accessible with a high value."
Luxembourg,Alain Rousseau,7,2,5,4,1,5,1,https://www.caroftheyear.org/votaciones/alain-rousseau.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Aimed at heavy-duty drivers, the new 5-series offers an intelligent mix of powertrains, from full electric to hybrid and diesel. The latter offers a range of over 1,000 kilometers. It's a pity that the quality of the materials and the ergonomics of the dashboard have fallen behind previous models. The touring version is the first premium electric estate car.
BYD Seal
The Seal is the first Chinese car to reach the final of the COTY trophy. This is no coincidence: elegant and well-designed, it surprises with its performance (530 bhp in the top-of-the-range version) and its top-level roadholding. The standard equipment is plentiful. The only minor faults are that the front seats are a little short and the control screen is not always easy to operate.
Kia EV9
Kia likes to surprise, and so much the better! Its new 100% electric flagship is a real invitation to travel, offering unrivalled comfort and modularity. Despite its imposing dimensions and weight, its roadholding is safe and impressively efficient. The EV 9 can also tow up to 2.5 tons, which will appeal to caravan and boat owners.
Peugeot 3008
Regardless of its engine (PHEV or BEV), the new 3008 is an excellent tourer that also pleases with its very successful 'fastback' look. The front seats are perfect and the ride comfort is excellent (agility, damping). The i-cockpit that is so dear to the French brand has been redesigned. However, it continues to divide opinion because it creates an unusual driving position.
Renault Scenic
The Scenic compact wagon has abandoned the MPV concept and its combustion engines to become a 100% electric crossover/SUV. Rear passenger and luggage space is remarkable for a vehicle of this size. The powertrains are both powerful and efficient (with a real range of 450 km in mixed conditions), and the vehicle handles well and safely.
Toyota C-HR
The Toyota C-HR relies heavily on its looks to win over customers. Compared to the model it replaces, it also offers a wider range of - sometimes intrusive - driving aids. On the mechanical side, there's the inevitable CVT gearbox, which still causes the engine to 'race' under hard acceleration. The car's fuel economy and overall comfort are good points.
Volvo EX30
This little Sino-Swedish car aims to be disruptive, at the risk of overdoing it. Even if it is pleasant to look at and to drive, it suffers from a major ergonomic flaw: almost all the car's functions are controlled via a large central screen, which means that you constantly have to take your eyes off the road - even to check the speed!"
Netherlands,Jaco Bijlsma,8,4,3,1,5,4,0,https://www.caroftheyear.org/votaciones/jaco-bijlsma.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The German car builder pays tribute to the M in its name with a variety of motors in the 5-series. It reflects the real market situation where still is demand for ICE-drivelines. BMW proves that they are also capable of producing a fully electric car that is a real BMW: the i5 communicates that its made for real driving. Chassis set-up and steering are still at a level that makes driving fun. But still a premium brand with a premium price.
BYD Seal
Car that looks and drives dynamical. Impressive build-quality also. But biggest strong point is value for money because its standard equipment-level is high. Blade battery technique is innovative constructionwise, offering benefits in terms of safety and usage of raw materials. Lacks status and brand identity in Europe: its no rebel brand like Tesla and needs time to achieve a premium status.
Kia EV9
It looks as intimidating as a futuristic Hummer, its very functional with a practical interior for seven but is also too big for the city and heavy. The electrical architecture is generous in most ways but not innovative because the former Car of the Year EV6 already introduced most of it. If your driveway is big enough and you like driving long distances in maximum comfort the EV9 is a great travelmate as long as you realize its an EV that punishes you for too high cruising speeds with a rapid decreasing range.
Peugeot 3008
Its claimed maximum range of 700 km is in this class groundbreaking but that version is not on the market and tested yet. Designwise a special cross-over with modern looks that radiate luxury, speed and dynamism. Even in terms of functionality the E-3008 does not disappoint and offers sufficient room and practicality. But it is less spacious in the back than the Renault Scenic. If it lives up to its promises regarding range and charging-speed, it could be an attractive offer. Especially because it offers a wide range of drivelines.
Renault Scenic
No MPV anymore but a cross-over which almost offers versatility on the same level. The interior offers a lot of space and some clever practical solutions. The electric drivelines offer charging speeds and capacity that range from sufficient to a royal range of 625 km. Not as cheap as initially announced but still good value for money. Good infotainment with user-friendly Google-system. Cockpit is well balanced and driver orientated with enough physical buttons also. Good all-round car that drives comfortable, weight watching resulted in a car that's lighter than many competitors.
Toyota C-HR
Car which offers the best hybrid-technology available in terms of fuel-economy and durability. A practical choice for all those people who are not ready for the full electrical car yet. In terms of design and technique no news because its predecessor was a good hybrid also and it pioneered its coupé high rider body style already.
Volvo EX30
Appealing to many because of its sharp entry level price and trusted brand name that we know for its safety-pioneering and durability. A quality car for an affordable price in a popular segment where BEV's are still quite sparse made it a wannahave before it entered the market. Price, range, charging speed and equipment are good. Handles well and drives comfortable. The lack of interior space and seating comfort in the back are flaws The choice for a central display is quite common these days but a Volvo should offer a better set-up or a head-up-display so that you can keep your eyes on the road. The central placing of the window-buttons are also more motivated by cost-efficiency than by the laws of ergonomics."
,Frank Buma,8,1,3,4,6,2,1,https://www.caroftheyear.org/votaciones/frank-buma.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
For the eighth time in a row, BMW succeeded in making its 5-series better than before. It even has a fully electric counterpart this time. A first for the 5-series, but not for the car world in general. The same goes for its equipment and safety features. Therefore, it doesn't stand out between its many competitors, although the BMW is still one of the best driving cars within its segment.
BYD Seal
In less than two years BYD succeeded in putting six different models in their showroom and securing a nomination for the Car of the Year. The Seal impresses with a powerful engine and a high build quality. The BYD is not as efficient as its competitors and the same goes for its chassis and ergonomics. Nevertheless: we're bound to see a lot more of the manufacturer in the years to come!
Kia EV9
Don't be fooled by the toylike appearance of the EV9: Kia offers a technical highlight with this electric seven-seater. It's one of the first EV's that you can use as a home battery. And rightly so, because consumers will want to earn some money back on the steep purchase price. Although the Kia offers all the room a large family will need, maneuvering the big friendly giant can be a pain.
Peugeot 3008
Peugeot sets high standards with its new 3008. If features a distinctive cockpit design, 8 years of warranty - a first for an European car brand - and an electric version with 700 kilometers of range. That big battery will cost you though. In addition, its fastback exterior has made the Peugeot less practical than before. It doesn't matter if you buy an E-3008 or a petrol one.
Renault Scenic
Once a petrol MPV, the Renault Scenic is now a fully electric crossover. The French managed to keep the dimensions modest, while there's more boot space than before. It also features a clever armrest for the rear passengers. Thanks to Google the Scenic picks its own charging stops during longer journeys. Not that you need to charge much: it offers almost 90 kWh of battery, for less than € 50.000!
Toyota C-HR
The Toyota C-HR was a radical car once. Now you see one every day. Its design has always covered up the fact that the C-HR isn't that practical or spacious. This second generation isn't either, although it is still a nice, economical car to drive thanks to the addition of a plug-in hybrid powertrain. Within its hybrid line-up Toyota offers better value for money than the C-HR though.
Volvo EX30
A big shout out to Volvo, which - as a premium brand - has committed to make EV's more affordable to the general public. But for an attractive entry price, Volvo had to cut some corners. The EX30 is not as efficient as its competitors, neither is it spacious or logical to operate. Preferring a sound bar over a head up display is unworthy of a brand that has made safety its trademark."
,Peter Hilhorst,10,4,3,2,2,4,0,https://www.caroftheyear.org/votaciones/peter-hilhorst.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Available with a wide range of powertrains, allowing it to perform well in every market. Refined electric i5 with good real-world range. Comfortable interior with high build quality. The controls require some practice. Enjoyable steering, showcasing some authentic BMW DNA. The chassis is initially tuned for comfort, but with the right options, it becomes a convincing sports sedan.
BYD Seal
Great value for money. Large battery and significant real-world range. Spacious interior and nice materials. Charging performance is less impressive and no battery preconditioning. Comfortable steering and driving. The 4WD drives better than the RWD. The RWD is underdamped, resulting in unnecessary body movements. It feels restless at higher cornering speeds. A good newcomer in its class.
Kia EV9
Large car and a bold design statement. Lacks smart chassis technologies like air suspension, active roll stabilization, or four-wheel steering. These could add value given its class, size, and weight. Nonetheless, it offers a smooth ride and well-balanced steering. Very spacious and comfortable interior, for up to seven people. Excellent 800-volt technology with fast charging and a usable range.
Peugeot 3008
Offers a wide range of engines. All-round driving experience. Nicely made interior with comfortable seats. Despite its larger exterior dimensions, less spacious than the Renault Scenic. Limited headroom in the back. Above-average weight for its size. Multimedia system lays behind the competition. No preconditioning for the battery until winter 2025. Average charging performance.
Renault Scenic
Comfortable with smooth damping yet sufficiently controlled handling. Good multimedia system due to Google integration. Competitive prices. Good packaging allows for a generous trunk combined with big interior space. Comfortable seating position both in the front and in the rear. The charging performance is average. Preconditioning battery is standard. Relatively light.
Toyota C-HR
The only finalist not available as a BEV. Excellent hybrid technology, high reliability, ease of operation thanks to physical buttons, and a sleek appearance. Rather claustrophobic feeling in the back. Comfortable driving behavior and very economical. Multimedia no more than average. But too much of an evolution from the first generation C-HR to win the title.
Volvo EX30
Offers a refined blend of comfort and dynamism. Excellent damping. Responsive steering making the car feel agile and easy to maneuver. Good charging performance and a usable range, pre-conditioning battery is standard. Competitive prices. It has a mediocre user experience. All functions integrated into central screen, also the speedometer. No head-up display available. Rear legroom is very tight."
Norway,Fred Magne Skillebaek,6,4,6,1,8,0,0,https://www.caroftheyear.org/votaciones/fred-magne-skillebaek.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The new 5-series is offered with the power of choice, optional 2wd or 4wd, and as a sedan or a touring. The car is a true BMW, in both the definition and performance. Even the BEV version, i5, delivers as expected from a BMW. As a large premium car, it also comes with a high price, but it is still reasonable. A great competitor in this year's challenge, but the competition is hard this year.
BYD Seal
BYD Seal is a good contribution, and the first car from China to get to the final. It will certainly not be the last, and with the competition this year, it doesn'bring enough new to the market to really get up there to the top.
Kia EV9
EV9 is a true Kia, and together with all we know from its sibling EV6, is also has great space for up to seven people. The big cabin offers great flexibility. Even if it's a large car, it is packed with the comfort and functions as expected from a more premium and more road biased car. A great contender for the more active families, even without bringing a lot of new elements to the market.
Peugeot 3008
The 3008 points to the biggest group of buyers, together with optional 2wd or 4wd, and two battery sizes. The design inside and outside is to be mentioned especially, together with its practicality. It also brings new thinking to market, which will keep this car alive for years. A new 8-year warranty program will also bring extra security for the buyers. A true fighter to be The Car of the Year.
Renault Scenic
With its compact format, the new Scenic offers a lot of space all over. Two choices of battery, but only as a 2wd. Great functionality from the Android Auto OS operation system, and great handling and comfort. A really good choice, that is boosted with favorable pricing. The car is efficient and comes with a great range when chosen with the bigger battery. A true competitor, this year.
Toyota C-HR
The C-HR is a great car for now but does not bring in elements for the future. Also, its presence is a bit old fashion, more made from yesterday than today. It will sell a lot of cars, though, based on the need of a car like this in a lot of markets. In a market that are focused on true zero emissions, a car without a fully electric drivetrain is not an option, like in Norway.
Volvo EX30
The EX30 brings a new standard to smaller cars. It also comes with options of 2wd or 4wd. Also with two optional battery sizes, it fits a wide range of buyers. It also comes with great handling, comfort, performance, equipment, and high level of perceived quality feeling. When it also comes with a reasonable price tag, it will attract a wide range of customers, and is therefore on top of my list."
